"B_G","dIepr_over_dB","B_mT"
3462.620117,0.00027721430673574,346.2620117
3462.669922,0.00265108410418592,346.2669922
3462.719971,0.00103702203253549,346.2719971
3462.77002,-0.000737190978907891,346.277002
3462.820068,-0.00120684152867628,346.2820068
3462.870117,-0.000878829975072705,346.2870117
3462.919922,-0.00232715679749257,346.2919922
3462.969971,-0.00143587306650953,346.2969971
3463.02002,-0.0020076182633419,346.302002
3463.070068,-0.00201159193423942,346.3070068
3463.120117,0.0020066089481077,346.3120117
3463.169922,0.00288952131538116,346.3169922
3463.219971,0.00593984806219954,346.3219971
3463.27002,0.009475889483338,346.327002
3463.320068,0.0126275135729406,346.3320068
3463.370117,0.0190023726150203,346.3370117
3463.419922,0.0254064816620458,346.3419922
3463.469971,0.0331551059975299,346.3469971
3463.52002,0.0392313009956787,346.352002
3463.570068,0.0435740880481815,346.3570068
3463.620117,0.0434945694106475,346.3620117
3463.669922,0.041047025540586,346.3669922
3463.719971,0.033978707228633,346.3719971
3463.77002,0.0233145064423775,346.377002
3463.820068,0.00801871101577316,346.3820068
3463.870117,-0.00662076172388357,346.3870117
3463.919922,-0.0203572389487577,346.3919922
3463.969971,-0.028221361165987,346.3969971
3464.02002,-0.0341735527613621,346.402002
3464.070068,-0.0399953989073818,346.4070068
3464.120117,-0.0407335577355163,346.4120117
3464.169922,-0.0367717965457891,346.4169922
3464.219971,-0.0316736050465055,346.4219971
3464.27002,-0.026284369003106,346.427002
3464.320068,-0.0215408445887703,346.4320068
3464.370117,-0.0166598992733778,346.4370117
3464.419922,-0.0124198228522818,346.4419922
3464.469971,-0.00933015524448251,346.4469971
3464.52002,-0.00759065395996371,346.452002
3464.570068,-0.00636613590180568,346.4570068
3464.620117,-0.0031999228440857,346.4620117
3464.669922,-0.00315512719420963,346.4669922
3464.719971,-0.00119705148885479,346.4719971
3464.77002,0.000635347733300549,346.477002
3464.820068,0.00216096034383841,346.4820068
3464.870117,0.000774166246265852,346.4870117
3464.919922,0.00135920591231923,346.4919922
3464.969971,0.000611200475726976,346.4969971
3465.02002,0.000329934688615122,346.502002
3465.070068,0.00475458625494236,346.5070068
3465.120117,0.00813041469184267,346.5120117
3465.169922,0.00873984467073078,346.5169922
3465.219971,0.0136569656529001,346.5219971
3465.27002,0.0179191374929698,346.527002
3465.320068,0.0245033448360649,346.5320068
3465.370117,0.0333140924005664,346.5370117
3465.419922,0.0468028850094255,346.5419922
3465.469971,0.0569446484036074,346.5469971
3465.52002,0.0622536309912415,346.552002
3465.570068,0.0672000373061564,346.5570068
3465.620117,0.0659105387065504,346.5620117
3465.669922,0.0568497324979015,346.5669922
3465.719971,0.0402977766096052,346.5719971
3465.77002,0.020004789036512,346.577002
3465.820068,-0.00340021168417512,346.5820068
3465.870117,-0.0241514629948365,346.5870117
3465.919922,-0.0391180315915315,346.5919922
3465.969971,-0.0511173419928836,346.5969971
3466.02002,-0.0579019752479305,346.602002
3466.070068,-0.0596834516108064,346.6070068
3466.120117,-0.058824980428399,346.6120117
3466.169922,-0.0542065969719836,346.6169922
3466.219971,-0.0454330199050954,346.6219971
3466.27002,-0.0364880888790913,346.627002
3466.320068,-0.0311531106834092,346.6320068
3466.370117,-0.0240675580577058,346.6370117
3466.419922,-0.0187037340071051,346.6419922
3466.469971,-0.0122102696500287,346.6469971
3466.52002,-0.00860389481924885,346.652002
3466.570068,-0.00624848019806178,346.6570068
3466.620117,-0.00418347704682205,346.6620117
3466.669922,-0.0026403985046449,346.6669922
3466.719971,-0.00163118784073663,346.6719971
3466.77002,-0.0026187326717143,346.677002
3466.820068,-0.00178913419335329,346.6820068
3466.870117,0.00128069906296544,346.6870117
3466.919922,0.000637309132733609,346.6919922
3466.969971,0.000522750970457481,346.6969971
3467.02002,0.00149172181336182,346.702002
3467.070068,0.0045600120397141,346.7070068
3467.120117,0.00376225945301261,346.7120117
3467.169922,0.00578504447063412,346.7169922
3467.219971,0.0104482009671338,346.7219971
3467.27002,0.0145583728298133,346.727002
3467.320068,0.0201847234115915,346.7320068
3467.370117,0.0274358404766144,346.7370117
3467.419922,0.0353047093369961,346.7419922
3467.469971,0.0398430654355635,346.7469971
3467.52002,0.0429841081426339,346.752002
3467.570068,0.0429408216963562,346.7570068
3467.620117,0.0398005420697569,346.7620117
3467.669922,0.03334986674354,346.7669922
3467.719971,0.0211667797156253,346.7719971
3467.77002,0.00404674150507731,346.777002
3467.820068,-0.00975299791707294,346.7820068
3467.870117,-0.0211541323633733,346.7870117
3467.919922,-0.0303781939863606,346.7919922
3467.969971,-0.0353838153458309,346.7969971
3468.02002,-0.0402591590853209,346.802002
3468.070068,-0.0396473776880923,346.8070068
3468.120117,-0.0364946004991112,346.8120117
3468.169922,-0.0303425044301061,346.8169922
3468.219971,-0.0204888335891066,346.8219971
3468.27002,-0.0138157909611705,346.827002
3468.320068,-0.00714682374819475,346.8320068
3468.370117,0.00254747473355774,346.8370117
3468.419922,0.0126044968049538,346.8419922
3468.469971,0.0175958118187034,346.8469971
3468.52002,0.0228478572982995,346.852002
3468.570068,0.0266224984385113,346.8570068
3468.620117,0.0277129008645419,346.8620117
3468.669922,0.0256998493622626,346.8669922
3468.719971,0.0228849769238813,346.8719971
3468.77002,0.0160489968318029,346.877002
3468.820068,0.00647224648064461,346.8820068
3468.870117,0.000397176187158204,346.8870117
3468.919922,-0.00798270209621032,346.8919922
3468.969971,-0.0145793801525596,346.8969971
3469.02002,-0.019421764468147,346.902002
3469.070068,-0.0204774778212074,346.9070068
3469.120117,-0.0229918392782954,346.9120117
3469.169922,-0.0228360295509978,346.9169922
3469.219971,-0.0214680467118297,346.9219971
3469.27002,-0.0163859138171264,346.927002
3469.320068,-0.012226062589556,346.9320068
3469.370117,-0.00596057276254914,346.9370117
3469.419922,-0.00195334911072863,346.9419922
3469.469971,0.00136464356723163,346.9469971
3469.52002,0.00567504783384064,346.952002
3469.570068,0.00692723462463507,346.9570068
3469.620117,0.00660968575215712,346.9620117
3469.669922,0.00449892603489256,346.9669922
3469.719971,0.00266721619058924,346.9719971
3469.77002,0.000131720285878207,346.977002
3469.820068,-0.00193584913192531,346.9820068
3469.870117,-0.00462444711993647,346.9870117
3469.919922,-0.00526187932588906,346.9919922
3469.969971,-0.00396267547318055,346.9969971
3470.02002,-0.00123366804657052,347.002002
3470.070068,0.00267656533947189,347.0070068
3470.120117,0.0070578231292517,347.0120117
3470.169922,0.0120936172557931,347.0169922
3470.219971,0.0214702483403,347.0219971
3470.27002,0.0336131351585088,347.027002
3470.320068,0.0486264099324815,347.0320068
3470.370117,0.0676855599738857,347.0370117
3470.419922,0.0869875730932173,347.0419922
3470.469971,0.104594004448477,347.0469971
3470.52002,0.114333115714088,347.052002
3470.570068,0.115506247368079,347.0570068
3470.620117,0.110774244055744,347.0620117
3470.669922,0.0962903436405722,347.0669922
3470.719971,0.0714176339418194,347.0719971
3470.77002,0.0399673345033901,347.077002
3470.820068,0.00503840131815086,347.0820068
3470.870117,-0.0268575159187065,347.0870117
3470.919922,-0.0554291140635731,347.0919922
3470.969971,-0.0774100653140359,347.0969971
3471.02002,-0.0951325075106902,347.102002
3471.070068,-0.105863872096408,347.1070068
3471.120117,-0.10449055334639,347.1120117
3471.169922,-0.0980491254249934,347.1169922
3471.219971,-0.0877488447809535,347.1219971
3471.27002,-0.0769231295343231,347.127002
3471.320068,-0.066100975329891,347.1320068
3471.370117,-0.0491637712002125,347.1370117
3471.419922,-0.0356775391502675,347.1419922
3471.469971,-0.0279361725579305,347.1469971
